barcode,created,short_desc,total_sold
28,2023/01,28,28
4800361061322,2023/01,NESTLE All-Purpose Cream 250ML,146
18,2023/01,18,18
4806501709352,2023/01,CALLA ROSE GARDEN 45 BY 6,33
20,2023/01,20,20
4800016627279,2023/01,BERRY KNOTS 28gx100,14
4800016628283,2023/01,PRETZELS MINI CHOCO 28gx100,7
4800888221056,2023/01,SURF PWD CHERRY  BY 6+1,39
27,2023/01,27,27
4800194153225,2023/01,BREAD PAN CHEESE 24g LS,6
4800888602268,2023/01,LADYS CHOICE MAYO DOY 220ML,184
4808647020094,2023/01,EDEN PLAIN 165G,57
8998866606851,2023/01,WINGS PWD FRESH 70G BY6,36
4804888800013,2023/01,ZESTO ORANGE,82
4804888800150,2023/01,ZESTO APPLE,164
4800314000019,2023/01,SCOTCH BRITE PAD TRIAL,20
4902430831406,2023/01,TIDE POWDER O FRESH BY 6,80
4800361410816,2023/01,BEAR BRAND Powdered Milk Drink Swak by 8,78
22,2023/01,22,22
LIPA,2023/01,LIPA PABORITA BY 10,120
750515018501,2023/01,SKYFLAKES PLAIN 10s,108
4800016306013,2023/01,MAXX HONEY LEMON 50S,37.5
4800016304019,2023/01,MAXX CHERRY 50S,37.5
11,2023/01,11,11
11,2023/01,11,11
4806507623102,2023/01,FUNKY KOI,44
4806501706115,2023/01,CHAMPION BAR SPRSCLN WHITE 145,20
014285002789,2023/01,UFC BANANA 100G,21
4806515161511,2023/01,KERATIN PLUS GOLD SOLD BY 12,42
48041836,2023/01,MIGHTY RED FTOP,107
70,2023/01,70,70
175,2023/01,175,175
4807770273698,2023/01,PANCIT CANTON CHILIMANSI,27
748485801469,2023/01,LUCKY 7 CARNE NORTE 100G,16
4800361339568,2023/01,NESCAFE CLASSIC STICK BY DOZEN,87
48044295,2023/01,MARLBORO RED 20'S,271
48041812,2023/01,MIGHTY GREEN FLIPTOP,107
100,2023/01,100,100
K12,2023/01,KAPE/MILK/OTHER BEVERAGE,72
8850006480762,2023/01,PALMOLIVE AROM VIT BY 12,33
4800888221056,2023/01,SURF PWD CHERRY  BY 6+1,39
18,2023/01,18,18
4800110097176,2023/01,SELECTA FORTIFIED PROMO TWIN,158
4800361314053,2023/01,BEAR BRAND Junior 420g,190
4806500802528,2023/01,MAGIC PANTS XXL10,84
85,2023/01,85,85
8996001414309,2023/01,KOPIKO BLANCA SINGLE,76
O,2023/01,OIL RETAIL,104
140,2023/01,140,0
135,2023/01,135,270
4800163443043,2023/01,LIGO GREEN,72
60,2023/01,60,60
4803925241161,2023/01,Gatorade Regular Blue Bolt 900ml,68
8935001721697,2023/01,MENTOS FRUIT 50S,39
RX8,2023/01,REXONA RETAIL 8,8
4800024575722,2023/01,DM SWEET SARAP SAVERS PARTY PACK 8s,135
4808647020094,2023/01,EDEN PLAIN 165G,57
4800523223827,2023/01,MOBY CARAMEL 90G,21
4804888019576,2023/01,BROWN SUGAR 225G,80
4800361416726,2023/01,NESCAFE CREAMY WHITE TWIN BY 10,114
95,2023/01,95,95
4804888019583,2023/01,BROWN SUGAR 450G,40
10,2023/01,10,20
4800361339186,2023/01,NESCAFE CLASSIC Refill 23g,21
4800194131230,2023/01,POTATO FRIES 90g,25
4800361390804,2023/01,NESTLE COFFEE-MATE  150g,54
84,2023/01,84,84
4806502720417,2023/01,GARDENIA CLASSIC 400G,57
48041010,2023/01,NIC Chocolate 24x100ml,58
10,2023/01,10,10
4806502725894,2023/01,GARDENIA WHEAT RAISIN 400G,92
4800153151248,2023/01,BONAMIL 350G,237
4800092556586,2023/01,CRISS CROSS 65G,22
4800129110552,2023/01,MARIE CRACKER,25
4800523223827,2023/01,MOBY CARAMEL 90G,21
4800365671282,2023/01,SNACKERS NACHOS PLAIN 500G,69
4806502720615,2023/01,GARDENIA CLASSIC 600g,82
4800030064845,2023/01,SUNSHINE CARBONARA 1KG,85
4806014000786,2023/01,JOLLY WHOLE MSHROOM 198G,44
85,2023/01,85,85
48044295,2023/01,MARLBORO RED 20'S,135.5
5,2023/01,5,5
40,2023/01,40,0
30,2023/01,30,30
4807770270024,2023/01,LUCKY ME CHICKEN 55G,34
4807770273698,2023/01,PANCIT CANTON CHILIMANSI,54
4902430873710,2023/01,DOWNY KONTRA KULOB  BY 6,96
F9,2023/01,FABCON/ DISHWASHING ASST 9,16
4902430473491,2023/01,ARIEL POWDER SUNRISE FRESH 630G,110
4800888136732,2023/01,SURF BAR KALAMANSI 120G,11
12,2023/01,12,12
4800216120013,2023/01,CLOVER CHIPS CHEESE,6.5
4800194177771,2023/01,POTATO FRIES  CHEESE 90G,25
4809013041354,2023/01,ALIBABA SWEETCORN 30g,6
4800092111822,2023/01,REBISCO CRACKERS,53.5
4806501709314,2023/01,CALLA S FRESH PWD 100G BY 6,66
8934868110170,2023/01,SURF FAB 25ML BY6,33
4800888139283,2023/01,CREAMSILK HAIR FALL 11ML BY12,37
4804888019552,2023/01,WASHED SUGAR 450G,41
48044189,2023/01,Philip Green 20's,126
45,2023/01,45,90
48044295,2023/01,MARLBORO RED 20'S,135.5
4808647010026,2023/01,CHEEZ WHIZ REGULAR 210G,85
4800888139283,2023/01,CREAMSILK HAIR FALL 11ML BY12,74
58,2023/01,58,116
KASALO,2023/01,KASALO ASST,275
K12,2023/01,KAPE/MILK/OTHER BEVERAGE,48
4800016644801,2023/01,PIATTOS CHEESE 40gx80,29
4800024562722,2023/01,DM PINEAPPLE TABO 530ml,55
48043441,2023/01,Fortune Tribal Blue FTB,107
4800016628283,2023/01,PRETZELS MINI CHOCO 28gx100,7
4809011681392,2023/01,BOY BAWANG CHILI CHEESE 100G,19
4800620114011,2023/01,HAWHAW MILK,32
4806506703768,2023/01,GOLD COINS PACK,39
748485400143,2023/01,PLUS KING ORANGE 250ml,86
748485100081,2023/01,CENTURY TUNA FLAKES 180G,126
4809011168053,2023/01,BOSTON PAMINTA DUROG,129
4809011168060,2023/01,BOSTON PAMINTA BUO,129
CRS8,2023/01,COKE ROYAL SPRITE 8OZ ASST,180
4800092550911,2023/01,FUDGEE BARR CHOCO,68
4800361419642,2023/01,MAGIC SARAP 16PCS,63
748485700090,2023/01,555 TUNA BICOL EXPRESS,27.5
4806500802320,2023/01,MAGIC PANTS L10,74
4800361416726,2023/01,NESCAFE CREAMY WHITE TWIN BY 10,114
4800361410816,2023/01,BEAR BRAND Powdered Milk Drink Swak by 8,78
4804888019545,2023/01,WASHED SUGAR 225G,84
4806500807127,2023/01,MAGIC DRI CLOTH SM10,126
4800216120013,2023/01,CLOVER CHIPS CHEESE,13
4800016110542,2023/01,MANG JUAN SUKA'T SILI 26GX80,14
4800016663802,2023/01,NOVA COUNTRY CHEDDAR 40gx80,29
4800016622533,2023/01,POT CHIPS V-CUT BBQ 25gx80,29
4800016644801,2023/01,PIATTOS CHEESE 40gx80,29
4800194152709,2023/01,PODS PEA SNACK 26g LS,12
4891208040181,2023/01,RINBEE CHEESE 26g XS LS,12
6,2023/01,6,12
10,2023/01,10,10
4902430720137,2023/01,PAMPERS COMFORT LARGE 4,38
4800314000026,2023/01,SCOTCH BRITE PAD REG,33
8998866616058,2023/01,WINGS  PWD SAKURA BY 6,18
48040693,2023/01,JB POWDER BLOSSOM PINK 25G,16
21,2023/01,21,21
4800194116084,2023/01,RIBBED CRACKLING 26g XS LS,6
4809011168053,2023/01,BOSTON PAMINTA DUROG,86
4800361419642,2023/01,MAGIC SARAP 16PCS,63
SMG22,2023/01,KNORR SINIGANG  GABI 22G RETAIL,15
48041812,2023/01,MIGHTY GREEN FLIPTOP,107
18,2023/01,18,36
8993175539241,2023/01,RICHOCO 50g,22
4800016110542,2023/01,MANG JUAN SUKA'T SILI 26GX80,14
4800523220031,2023/01,PEEWEE BBQ,12
4800016622533,2023/01,POT CHIPS V-CUT BBQ 25gx80,29
4800016644801,2023/01,PIATTOS CHEESE 40gx80,29
6,2023/01,6,6
10,2023/01,10,10
C18,2023/01,CURLS ASST 18,18.5
4800361380737,2023/01,NESTLE COFFEE-MATE - Stand-up Pouch 400G,123
4800010009767,2023/01,GT GRANULES BP 25GX48,42
8993175540520,2023/01,RICHOCO BIG ROLLS 330g,119
8996001410547,2023/01,KOPIKO BROWN SINGLE,70
4800194116466,2023/01,PILLOWS CHOCOLATE 38g,16
6,2023/01,6,6
48042253,2023/01,Winsboro Light,95
120,2023/01,120,120
8,2023/01,8,8
8998666001726,2023/01,KOPIKO BLANCA TP,57
14,2023/01,14,14
26,2023/01,26,26
55,2023/01,55,55
4800361339186,2023/01,NESCAFE CLASSIC Refill 23g,63
4800016561481,2023/01,NISSIN MINI HOT CHEESY SEAFOOD 50GX48,23
4800488960270,2023/01,EQ NEW BORN 44,293
4800016112386,2023/01,QUAKE OVERLOAD CHOCO STRAWBERRY '10,145
4800016560927,2023/01,NISSIN MINI SPICY HOT BEEF 45GX48,42
k8,2023/01,KAPE/MILK/MILO/OATS ASST,8
8998666001726,2023/01,KOPIKO BLANCA TP,114
4800361393645,2023/01,NESCAFE CLASSIC 46g,41
4800361390804,2023/01,NESTLE COFFEE-MATE  150g,54
48044295,2023/01,MARLBORO RED 20'S,135.5
4902430698658,2023/01,HEAD AND SHOULDERS BY 12,76
4804888019576,2023/01,BROWN SUGAR 225G,20
B5,2023/01,ASST BREAD RETAIL 5,10
6,2023/01,6,6
4801958460009,2023/01,CRISPY FRY 1/2 KILO,10
8,2023/01,8,8
MS5,2023/01,MAGIC SARAP RETAIL 4G,10
8998666001719,2023/01,KOPIKO BROWN TP,57
O,2023/01,OIL RETAIL,26
4800361314053,2023/01,BEAR BRAND Junior 420g,380
4809015790335,2023/01,BABY ANNE PANTS MEDIUM 30,173
48044318,2023/01,MARLBORO CRAFTED RED,252
40329055,2023/01,CAMEL CIG,107
4800888221056,2023/01,SURF PWD CHERRY  BY 6+1,39
4902430727143,2023/01,DOWNY PASSION 32ML BY6,52
4808888320106,2023/01,COLGATE TBRUSH,18
6923431502759,2023/01,KARATE COLA,33
4806534190004,2023/01,DS Double Chocolate Vanilla 100 ml,31
4800016644801,2023/01,PIATTOS CHEESE 40gx80,14.5
4801958410004,2023/01,TASTY BOY  67G,11
O,2023/01,OIL RETAIL,26
6,2023/01,6,6
4806020497327,2023/01,SPEED WHITE 380G,22
4800523220376,2023/01,PEEWEE PIZZA,6
4800010008302,2023/01,B45 BUDGET PACK 25gX48,19
4804888019552,2023/01,WASHED SUGAR 450G,41
4902430634014,2023/01,PANTENE BIOTIN BY 12,41
4800361410892,2023/01,BEAR BRAND Powdered Milk Drink 300g,118
4800092772214,2023/01,CRISS CROSS CHEESE,18
4800249908848,2023/01,CDO KARNE NORTE 150G,29.5
4807770270024,2023/01,LUCKY ME CHICKEN 55G,17
8,2023/01,8,24
48043717,2023/01,FORTUNE WHITE,107
4804888019552,2023/01,WASHED SUGAR 450G,41
4802288816122,2023/01,HAPPY PANTS XXXL12,132
20X30,2023/01,20X30 PLASTIC,70
45,2023/01,45,45
8993175551069,2023/01,PINK LAVA 50G,22
LIPA,2023/01,LIPA PABORITA BY 10,60
4800361339186,2023/01,NESCAFE CLASSIC Refill 23g,21
4804888019576,2023/01,BROWN SUGAR 225G,20
K10,2023/01,KAPE/MILK/OTHER BEVERAGE,20
120,2023/01,120,120
10,2023/01,10,30
4806506319617,2023/01,LAMPEIN BUDGET PACK SM 12,73
4800016083402,2023/01,MAGIC CREAMS JUNIOR CHOCOLATE,28.5
4800010012033,2023/01,GT GRANULES 50gX24 SUP,40
4804888019552,2023/01,WASHED SUGAR 450G,41
4800092552786,2023/01,DOOWEE DONUT WHITE,95
48041836,2023/01,MIGHTY RED FTOP,535
40329055,2023/01,CAMEL CIG,535
48044295,2023/01,MARLBORO RED 20'S,677.5
4800220531355,2023/01,TANDUAY ICE ORIGINAL 330ML,70
8850006327432,2023/01,COLGATE TOOTHPASTE REG 2/132G,139
C18,2023/01,CURLS ASST 18,18.5
10,2023/01,10,10
5,2023/01,5,5
4806521793836,2023/01,3D CHOCO PANDA,98
4800014700004,2023/01,ABSOLUTE 6L,77
4806502720615,2023/01,GARDENIA CLASSIC 600g,82
4806502720080,2023/01,GARDENIA PANDESAL FAMILY PACK 300G,52
4808680022017,2023/01,LADYS CHOICE SANDWICH SPREAD CHICKEN 80ML,38
4800361378376,2023/01,NESTOGEN 1 135g,78
4801958390108,2023/01,CRISPY FRY ORIG 62g,16
4801958460009,2023/01,CRISPY FRY 1/2 KILO,20
4806500807424,2023/01,MAGIC DRI CLOTH XL10,92
4804888019583,2023/01,BROWN SUGAR 450G,40
4804888800013,2023/01,ZESTO ORANGE,82
4800365880417,2023/01,SUPER DELIGHT BROWNIES BUTTER SCOTCH 14G,66
4804888019545,2023/01,WASHED SUGAR 225G,84
4808887300260,2023/01,TJ REGULAR 1KG,190
48044172,2023/01,Chester Field,0
88,2023/01,88,88
45,2023/01,45,45
4801668501030,2023/01,DATU PUTI PATIS 350ML,26
4800068801108,2023/01,MOTHERS BEST KARE-KARE 50G,60
750515017450,2023/01,FITA CRACKER,54
4800552888059,2023/01,CHIPS DELIGHT 80G,29
4809010626332,2023/01,CHEESE CAKE 30G,0
4802288812124,2023/01,HAPPY PANTS M 12,89
4801688103511,2023/01,REGENT CHEESE RING 60g,17
4800047841712,2023/01,ZONROX COLORSAFE 450ML,38
4800166142325,2023/01,STICK O CHOCO JR,66
4806506703904,2023/01,FROSTY ICE POP,23
4806500802528,2023/01,MAGIC PANTS XXL10,84
4800523220116,2023/01,RICHEE,18
C18,2023/01,CURLS ASST 18,18.5
4806018400988,2023/01,CHEESE CAKE ASSORTED FLAVOR,66
LIPA,2023/01,LIPA PABORITA BY 10,60
748485400143,2023/01,PLUS KING ORANGE 250ml,86
235,2023/01,235,235
C6,2023/01,CURLS ASST 6.50,144
c7,2023/01,CURLS ASST JNJ 7.5 PESOS,98
4800523220802,2023/01,MOBY CARAMEL 25G,18.75
4800016644801,2023/01,PIATTOS CHEESE 40gx80,43.5
4800092111822,2023/01,REBISCO CRACKERS,53.5
4800523220079,2023/01,CHEEZ IT 25g,12
4800016627262,2023/01,CHOCO KNOTS 28gx100,14
4806501709352,2023/01,CALLA ROSE GARDEN 45 BY 6,66
4800888136671,2023/01,SURF BAR BLOSSOM FRESH 120G,44
4800314000019,2023/01,SCOTCH BRITE PAD TRIAL,20
4801234134426,2023/01,BAYGON  KATOL 12S,20
8,2023/01,8,16
748485800011,2023/01,ARGENTINA C.BEEF 175G,117.75
4800024562692,2023/01,DM PINEAPPLE JUICE 202,128
45,2023/01,45,135
4800552888059,2023/01,CHIPS DELIGHT 80G,29
4806507831088,2023/01,SILKA  ORANGE 135G,45
4806513740299,2023/01,SANMIG SUGARFEE 10S,65
4800523220079,2023/01,CHEEZ IT 25g,6
4800194104869,2023/01,CRISPY PATATA 25g LS,6
4800016138560,2023/01,GG TORTILLOS CHEESE 25gX100,7
4800194116664,2023/01,PINATTSU,9
4800523222103,2023/01,CHEEZ IT HAM 25g,6
4800016635526,2023/01,PIATTOS SALTED POTATO NEW GRAM,7
4804888019552,2023/01,WASHED SUGAR 450G,41
STRAW,2023/01,STRAW SOFTDRINKS,18
LIPA,2023/01,LIPA PABORITA BY 10,120
4800194152907,2023/01,MARTYS PLAIN SALTED 25g LS,6
B5,2023/01,ASST BREAD RETAIL 5,10
K10,2023/01,KAPE/MILK/OTHER BEVERAGE,30
7,2023/01,7,7
4800092552533,2023/01,CHUNKEE COOKIE PIE WHITE,0
4807770101502,2023/01,BREADSTICK NISSIN,54
4800631001928,2023/01,BOY BAWANG ASST NUTS 85G,22
22,2023/01,22,44
4800818809712,2023/01,CHAMPI 50S,33
4809010524485,2023/01,SUGO HOT,18.5
4800092331985,2023/01,HIHO BLACK 5G,18.5
8X11,2023/01,8X11 PLASTIC,22
4806506313974,2023/01,CHERUB BABY WIPES,36
4804888019576,2023/01,BROWN SUGAR 225G,20
4806506319563,2023/01,GENERIC LAMPEIN L 15,98
4800047840272,2023/01,ZONROX LEMON 500ML,27
4801234134426,2023/01,BAYGON  KATOL 12S,20
4806013001067,2023/01,LION KATOL TIGER,19
40329055,2023/01,CAMEL CIG,107
748485401515,2023/01,BIRCHTREE FORTIFIED MILK 700G,209
4800016307041,2023/01,DYNAMITE CHOCO MINT 50G,37.5
4806500807127,2023/01,MAGIC DRI CLOTH SM10,63
748485400860,2023/01,ANGEL EVAPORADA 365ML,29.5
29,2023/01,29,29
4800010075526,2023/01,CREAM O VANILLA 10G,67
4800010075564,2023/01,CREAM O CHOCO FUDGE  10G,67
120,2023/01,120,120
748485150079,2023/01,COCO MAMA GATA 200ML,32
235,2023/01,235,235
4806020497310,2023/01,SPEED BLUE 380G,21
4806501707181,2023/01,CALLA BAR BLUE,20
K10,2023/01,KAPE/MILK/OTHER BEVERAGE,60
4800361344937,2023/01,TWINPOPS Choco 32x75ml,23
48044295,2023/01,MARLBORO RED 20'S,135.5
4809015790274,2023/01,BABY ANNE PANTS XXL30,230
4806500807356,2023/01,MAGIC DRI CLOTH L30,222
65,2023/01,65,65
4800166142479,2023/01,CHOCO CHOCO 50s,55
4800016084065,2023/01,WAFRETS BRIX CHOCOLATE,60.5
8851717904974,2023/01,DELIGHT by 5,53
4806506318764,2023/01,SISTERS PANTYLINER MEGA PACK 36,34
4806502359709,2023/01,TISYU,12.5
4800194116466,2023/01,PILLOWS CHOCOLATE 38g,8
4800016628283,2023/01,PRETZELS MINI CHOCO 28gx100,7
4800888157614,2023/01,SURF FABCON BFRESH BY 6,33
K9,2023/01,KAPE/MILK/OTHER BEVERAGE,36
P6,2023/01,POWDER RETAIL ASST 6,12
15,2023/01,15,15
BS17,2023/01,BODY SOAP ASST 17,17
45,2023/01,45,45
4806502720189,2023/01,GARDENIA BUTTER TOAST 2 SLICE 145G,129
LIPA,2023/01,LIPA PABORITA BY 10,180
4804888019569,2023/01,WASHED SUGAR 900G,82
235,2023/01,235,235
K12,2023/01,KAPE/MILK/OTHER BEVERAGE,48
4809010524881,2023/01,SUGO PLAIN 25G,30
4800092110573,2023/01,SUPERSTIX FRUTTI JR.,66
8851717904974,2023/01,DELIGHT by 5,53
4806502725269,2023/01,GARDENIA BLACK FOREST 400G,109
4806502726129,2023/01,GARDENIA CHEESE BUNS 250G,56
4800092112904,2023/01,HANSEL FLAVOR. BUNCH,53.5
4800092112898,2023/01,REBISCO FLAVOR BUNCH,53.5
4800092550065,2023/01,CUPPKEYK UBE,63
4806500807455,2023/01,MAGIC DRI CLOTH XL30,240
8,2023/01,8,64
48044295,2023/01,MARLBORO RED 20'S,135.5
5,2023/01,5,5
120,2023/01,120,120
11,2023/01,11,11
4800016652035,2023/01,MR. CHIPS NACHO CHEESE 26gx100,14
8850007331308,2023/01,CAREFREE BREATHABLE 8S,25
KN5,2023/01,KNORR CUBES ASST,6
4806011900027,2023/01,FIDEL SALT 500G,22
4806020400198,2023/01,SELECT TOYO LITRO,0
4801668601884,2023/01,DATU PUTI SOY SAUCE 1.89L,102
45,2023/01,45,45
4800016112133,2023/01,QUAKE OVERLOAD MOCHA BUTTER  '10,72.5
4893049150012,2023/01,OREO VANILLA 9+2,65
4800016087691,2023/01,MAGIC FLAKES PLAIN 10+1 (28GX11X40),52
4800024555779,2023/01,DM SPAG SAUCE 250ML,35
4802288812124,2023/01,HAPPY PANTS M 12,89
4800361314053,2023/01,BEAR BRAND Junior 420g,190
40329055,2023/01,CAMEL CIG,107
120,2023/01,120,120
48041812,2023/01,MIGHTY GREEN FLIPTOP,214
48041812,2023/01,MIGHTY GREEN FLIPTOP,107
48044189,2023/01,Philip Green 20's,126
LIPA,2023/01,LIPA PABORITA BY 10,60
4800361410816,2023/01,BEAR BRAND Powdered Milk Drink Swak by 8,234
4800010075922,2023/01,PRESTO CREAMS PEANUT 10G,59
4893049150012,2023/01,OREO VANILLA 9+2,65
48044295,2023/01,MARLBORO RED 20'S,135.5
LIPA,2023/01,LIPA PABORITA BY 10,60
4800888602275,2023/01,LADYS CHOICE CHKN SPRD DOY 220ML,98
4800092110030,2023/01,REBISCO CHOCO SANDWICH,53.5
48041812,2023/01,MIGHTY GREEN FLIPTOP,107
48040006,2023/01,Winsboro Red,95
M SPRITE,2023/01,SPRITE MISMO,185
M COKE,2023/01,COKE MISMO,185
4800888221056,2023/01,SURF PWD CHERRY  BY 6+1,78
4902430831406,2023/01,TIDE POWDER O FRESH BY 6,80
4902430708241,2023/01,ARIEL PASSION PWD PROMO 6+1,84
4806506319563,2023/01,GENERIC LAMPEIN L 15,98
4800065113112,2023/01,COMMANDO,21
4801668602027,2023/01,DATU PUTI VINEGAR 200ML,54
4801668602034,2023/01,DATU PUTI SOY SAUCE 200ML,77
4801668602218,2023/01,DATU PUTI SOY SAUCE 100ML,37.5
4806506319556,2023/01,GENERIC LAMPEIN M 15,92
4800163443043,2023/01,LIGO GREEN,96
4800163443036,2023/01,LIGO SARDINES RED,98
4809014826066,2023/01,GUMMY CATERPILLAR JAR 60S,50
4804888589505,2023/01,HANY SP,35
4804888589673,2023/01,HANY JR,27.5
4800361410816,2023/01,BEAR BRAND Powdered Milk Drink Swak by 8,156
4800166142288,2023/01,STICK O CHOCO BIG,130
7622300559991,2023/01,TANG ORANGE 20G BY6,108
26,2023/01,26,26
4800065118001,2023/01,BUENO MATCH,84
B5,2023/01,ASST BREAD RETAIL 5,20
120,2023/01,120,240
4809013542615,2023/01,GOLDEN COOLERS PLUS50 ORANGE,84
O,2023/01,OIL RETAIL,26
4800361410892,2023/01,BEAR BRAND Powdered Milk Drink 300g,118
4804888019545,2023/01,WASHED SUGAR 225G,42
4800361393096,2023/01,NESCAFE Creamy White  single by 10,42.5
8998666001702,2023/01,KOPIKO BLACK TP,57
4800575140158,2023/01,ALASKA EVAPORADA 140ML,16
4800047841781,2023/01,ZONROX COLORSAFE 95ML,13
K12,2023/01,KAPE/MILK/OTHER BEVERAGE,36
4902430333597,2023/01,HEAD AND SHOULDER MENTHOL BY 12,38
4902430473491,2023/01,ARIEL POWDER SUNRISE FRESH 630G,110
4809011168459,2023/01,BOSTON PAMINTA PINO,43
4809011168053,2023/01,BOSTON PAMINTA DUROG,43
4800092110030,2023/01,REBISCO CHOCO SANDWICH,160.5
4804888800013,2023/01,ZESTO ORANGE,82
4806500802320,2023/01,MAGIC PANTS L10,74
48044295,2023/01,MARLBORO RED 20'S,135.5
8993175542166,2023/01,RICHOCO WHITE WAFER 22g,53
4800092112317,2023/01,HANSEL CRACKERS,53.5
C18,2023/01,CURLS ASST 18,18.5
C11,2023/01,CURLS ASST 11,11
4804888882545,2023/01,BIG BOY,58
48044295,2023/01,MARLBORO RED 20'S,135.5
4800818808906,2023/01,POTCHI STRAWBERRY 50S,108
8935196503122,2023/01,SALONPAS 10S,54
4902430951357,2023/01,SAFEGUARD BAR PINK 60G BY 6,118
4802288886040,2023/01,HAPPY DIAPER M 4,25
4800361397605,2023/01,BEAR BRAND Powdered Milk Drink 90g,34
4902430431149,2023/01,TIDE BAR ORIGINAL 125G,13.5
P14,2023/01,POWDER RETAIL ASST 14,14
4800092660689,2023/01,KRIMSTIX UBE REFILL,27
SC7,2023/01,SHAMPOO/CONDITIONER 7 ASST RETAIL,7
60,2023/01,60,60
48044295,2023/01,MARLBORO RED 20'S,135.5
4806527715160,2023/01,RC ROOT BEER QUTE 12S,110
45,2023/01,45,45
15,2023/01,15,30
18,2023/01,18,18
054028367911,2023/01,YAKULT PACK,45
C18,2023/01,CURLS ASST 18,18.5
8850006493038,2023/01,PALMOLIVE SHM ULTRA SMOOTH G BY12,33
8850007371441,2023/01,MODESS NON WINGS 12S,52
TP9,2023/01,TOOTHPASTE RETAIL 9,36
4800888139306,2023/01,CREAMSILK STRAIGHT 12MLBY12,37
SC6,2023/01,SHAMPOO/CONDITIONER RETAIL ASST,6.5
24,2023/01,24,24
18,2023/01,18,18
748485400075,2023/01,PLUS KING APPLE 250ml,172
4800045310159,2023/01,SMART PASTE LEMON 400G,39
4800818808760,2023/01,YAKEE,26
4800361410892,2023/01,BEAR BRAND Powdered Milk Drink 300g,118
4809012063548,2023/01,HEARTTEX KITCHEN TOWEL PROMO,105
4806506313981,2023/01,CHERUB BABY WIPES 55PCS,68
4804888019552,2023/01,WASHED SUGAR 450G,41
K9,2023/01,KAPE/MILK/OTHER BEVERAGE,36
K10,2023/01,KAPE/MILK/OTHER BEVERAGE,40
C22,2023/01,CURLS NEW PRICE 22,44
4800523443201,2023/01,CHOCOCHUM 32G,6
15,2023/01,15,15
748485401492,2023/01,BIRCHTREE FORTIFIED 33G by 8,68
K10,2023/01,KAPE/MILK/OTHER BEVERAGE,30
B5,2023/01,ASST BREAD RETAIL 5,50
18,2023/01,18,18
15,2023/01,15,15
4800361401487,2023/01,NESTLE CHUCKIE Opti-Grow Baon Saver's 6x100,82
4800010012019,2023/01,GT GRANULES 100G SUP 100GX24,75
48,2023/01,48,96
LIPA,2023/01,LIPA PABORITA BY 10,60
4800166142325,2023/01,STICK O CHOCO JR,66
4800024123152,2023/01,DM FIESTA FRUIT COCKTAIL 432G,66
4800361419642,2023/01,MAGIC SARAP 16PCS,63
4800818808630,2023/01,FROOTY CHOCO POP,29.5
O,2023/01,OIL RETAIL,26
4800361381086,2023/01,BEAR BRAND Powdered Milk Drink 135g,50
4800888169709,2023/01,SUNSILK STRONG & LONG 13ML BY12,33
K12,2023/01,KAPE/MILK/OTHER BEVERAGE,36
4800016627286,2023/01,MILKY KNOTS 28gx100,7
48039406,2023/01,MARVELS RED,107
4800163443043,2023/01,LIGO GREEN,72
4800016644801,2023/01,PIATTOS CHEESE 40gx80,29
4806506318924,2023/01,SISTERS PANTYLINER 20'S INDV PACK,28
8998666001726,2023/01,KOPIKO BLANCA TP,57
8998666001702,2023/01,KOPIKO BLACK TP,57
4800166142325,2023/01,STICK O CHOCO JR,66
4800016065828,2023/01,Wafrets Biggies Choco,11.5
4806506313974,2023/01,CHERUB BABY WIPES,36
4804888019576,2023/01,BROWN SUGAR 225G,20
4800365671466,2023/01,SNACKERS CHICHARON LECHON 415G,78
748485800011,2023/01,ARGENTINA C.BEEF 175G,78.5
K12,2023/01,KAPE/MILK/OTHER BEVERAGE,36
48044301,2023/01,MARLBORO LIGHTS,135.5
4804888019552,2023/01,WASHED SUGAR 450G,41
40329055,2023/01,CAMEL CIG,214
4800014700004,2023/01,ABSOLUTE 6L,77
4800016633621,2023/01,PIATTOS NACHO PIZZA 40gx80,29
J18,2023/01,JUICE ASST LITRO,40
4902430333597,2023/01,HEAD AND SHOULDER MENTHOL BY 12,76
4806515161511,2023/01,KERATIN PLUS GOLD SOLD BY 12,84
8935001721697,2023/01,MENTOS FRUIT 50S,39
4800818809712,2023/01,CHAMPI 50S,33
4800016307041,2023/01,DYNAMITE CHOCO MINT 50G,37.5
C18,2023/01,CURLS ASST 18,18.5
4801668604038,2023/01,UFC SWEET CHILI 90G,15.5
65,2023/01,65,65
29,2023/01,29,29
14,2023/01,14,14
16,2023/01,16,16
4805358246041,2023/01,DARI CREME CLASSIC 200G,60
6,2023/01,6,6
750515018501,2023/01,SKYFLAKES PLAIN 10s,54
4800092110023,2023/01,HANSEL MOCHA,53
48043717,2023/01,FORTUNE WHITE,107
40329055,2023/01,CAMEL CIG,107
40329055,2023/01,CAMEL CIG,107
8998666002983,2023/01,KOPIKO CAFE MOCHA BY 10,115
48041812,2023/01,MIGHTY GREEN FLIPTOP,107
4800092552786,2023/01,DOOWEE DONUT WHITE,95
48039406,2023/01,MARVELS RED,107
60,2023/01,60,60
B5,2023/01,ASST BREAD RETAIL 5,20
4800092550911,2023/01,FUDGEE BARR CHOCO,68
4800194104913,2023/01,OHEYA 28G,6
4800092772214,2023/01,CRISS CROSS CHEESE,6
