barcode,created,short_desc,total_sold
4800523441955,2023/11,LOADED CHOCO 32g,16
4800016110535,2023/11,MANG JUAN PAOMBONG 26GX80,15
4800016663802,2023/11,NOVA COUNTRY CHEDDAR 40gx80,32
4800523443218,2023/11,LOADED NUTTY 32G,16
4800194104029,2023/11,POTATO FRIES KETCHUP 21g LS,13
4800194152839,2023/11,MARTYS INASAL 24G LS,13
C18,2023/11,CURLS ASST 18,18.5
15,2023/11,15,15
4800153151187,2023/11,BONNA 0-6 150G,107
4806506319624,2023/11,TWIN LAMPEIN M 12,80
48039406,2023/11,MARVELS RED,126
115,2023/11,115,115
4806506311079,2023/11,SISTERS COMBO V&P,55
4806018403880,2023/11,CHOO CHOO CHEESY MILK,78
48044295,2023/11,MARLBORO RED 20'S,155
48044295,2023/11,MARLBORO RED 20'S,155
4800194116237,2023/11,POTATO FRIES PLAIN 21G,6.5
35,2023/11,35,35
4806500802412,2023/11,MAGIC PANTS XL4,29
4806500802528,2023/11,MAGIC PANTS XXL10,84
4806506318856,2023/11,SISTERS SILK FLOSS NIGHT 8,25
J18,2023/11,JUICE ASST LITRO,40
4809014128399,2023/11,KOJIESAN 45G,24
4800888218940,2023/11,SURF PWD ANITBAC  BY 6,39
748485400716,2023/11,ANGEL EVAPORADA 410ML,32
PEPSI 8,2023/11,PEPSI 8OZ BY CASE,0
KASALO COKE,2023/11,KASALO  COKE CASE,0
1,2023/11,1,1
1,2023/11,1,1
4800888199133,2023/11,SURF PWD PURPLE 65G BY6,78
4902430401845,2023/11,DOWNY SUNRISE FRESH 24ML BY 6,36
4800047840029,2023/11,ZONROX ORIGINAL 500ML,23
48041812,2023/11,MIGHTY GREEN FLIPTOP,126
4800888199133,2023/11,SURF PWD PURPLE 65G BY6,39
F9,2023/11,FABCON/ DISHWASHING ASST 9,36
4800888199126,2023/11,SURF  BAR PURPLE BLOOMS,26
750515017450,2023/11,FITA CRACKER,56
C2,2023/11,C2 SOLO RETAIL,65
15,2023/11,15,15
4800016553332,2023/11,PAYLESS BEEF 55gx72,15
8,2023/11,8,24
8998666001726,2023/11,KOPIKO BLANCA TP,120
40329055,2023/11,CAMEL CIG,107
40329055,2023/11,CAMEL CIG,107
21,2023/11,21,21
40329055,2023/11,CAMEL CIG,214
110,2023/11,110,0
10,2023/11,10,10
4800249008531,2023/11,SAN MARINO CHILI CORNED TUNA 85G,30.5
34800042112177,2023/11,EVEREADY AA BLACK,44
4800575140370,2023/11,ALASKA EVAPORADA 370ML,71
4808647020094,2023/11,EDEN PLAIN 165G,57
KN5,2023/11,KNORR CUBES ASST,12
10,2023/11,10,10
4800016556517,2023/11,Payless PCanton X-BIG Chilimansi 130x48,18.5
4800818810817,2023/11,FRUTOS SAMPALOC,35.5
4806506318917,2023/11,SISTER PANTYLINER 20S,20
4800249010091,2023/11,SAN MARINO CHILI CORNED TUNA 100,30.5
K12,2023/11,KAPE/MILK/OTHER BEVERAGE,12
BS21,2023/11,BODY SOAP ASST 21,21
k8,2023/11,KAPE/MILK/MILO/OATS ASST,8
4800361378376,2023/11,NESTOGEN 1 135g,78
4800016652035,2023/11,MR. CHIPS NACHO CHEESE 26gx100,14
8935001711056,2023/11,MENTOS MINI ROLL,59
4804888019583,2023/11,BROWN SUGAR 450G,70
4800523223810,2023/11,MOBY CHOCO 90G,23.5
4800194151986,2023/11,LAVA  CRISPS 34g,8.5
4801688103511,2023/11,REGENT CHEESE RING 60g,34
4800314010124,2023/11,SCOTCH BRITE STEEL,58
F17,2023/11,FABCON/ DISHWASHING ASST 17,34
P14,2023/11,POWDER RETAIL ASST 14,42
P9,2023/11,POWDER ASST 9,0
4806506319358,2023/11,LAMPEIN XXL 4S,38
4800016552106,2023/11,NISSIN MINI BEEF 40GX48,22
K12,2023/11,KAPE/MILK/OTHER BEVERAGE,24
15,2023/11,15,15
28,2023/11,28,28
4806504710232,2023/11,MEGA MACKAREL 155G,63
10,2023/11,10,10
29,2023/11,29,29
750515018501,2023/11,SKYFLAKES PLAIN 10s,58.5
15,2023/11,15,30
4800361410915,2023/11,BEAR BRAND Junior 750g,365
48041003,2023/11,NIC Ube 24x100ml,58
4891208040167,2023/11,KIREI YUMMY 25G LS,6.5
4800016603259,2023/11,POT CHIPS V-CUT CHEESE 25gx80,16.5
4800016652035,2023/11,MR. CHIPS NACHO CHEESE 26gx100,7
4800016138539,2023/11,GG TORTILLOS BBQ 25gX100,7.5
J18,2023/11,JUICE ASST LITRO,40
4806502726129,2023/11,GARDENIA CHEESE BUNS 250G,56
4800365881186,2023/11,SUPER DELIGHT BROWNIES BROWNIE SCOTCH 180G,45
10,2023/11,10,10
B5,2023/11,ASST BREAD RETAIL 5,20
45,2023/11,45,45
17,2023/11,17,17
287,2023/11,287,287
B5,2023/11,ASST BREAD RETAIL 5,20
J18,2023/11,JUICE ASST LITRO,20
B10,2023/11,ASST BREAD 10S,50
J18,2023/11,JUICE ASST LITRO,20
J18,2023/11,JUICE ASST LITRO,20
B5,2023/11,ASST BREAD RETAIL 5,10
8993175555746,2023/11,RICHOCO 39G,22
15,2023/11,15,15
12,2023/11,12,12
4806507831538,2023/11,SILKA  GREEN 135G,92
4800047841040,2023/11,DEL PINK BY 6,29
4902806003024,2023/11,GATSBY NORMAL 6G BY 12,58
20,2023/11,20,20
BROWN,2023/11,BROWN 225G,70
LIPA,2023/11,LIPA PABORITA BY 10,180
M SPRITE,2023/11,SPRITE MISMO,195
4806513742156,2023/11,SANMIG COFFEE ORIG SUGARFREE 20S,268
40329055,2023/11,CAMEL CIG,107
4806506315534,2023/11,LAMPEIN BABY PANTS M15,108
BROWN,2023/11,BROWN 225G,210
7,2023/11,7,14
4800361410892,2023/11,BEAR BRAND Powdered Milk Drink 300g,120
KN5,2023/11,KNORR CUBES ASST,36
4806501709352,2023/11,CALLA ROSE GARDEN 45 BY 6,36
48044165,2023/11,CHESTERFIELD ORIGINAL RED,214
4806501597416,2023/11,ANLENE MILK 300G,172
4800361393744,2023/11,NESCAFE CLASSIC DECAF 80g,98
J18,2023/11,JUICE ASST LITRO,40
SC7,2023/11,SHAMPOO/CONDITIONER 7 ASST RETAIL,28
B10,2023/11,ASST BREAD 10S,50
4800040241229,2023/11,RICOA BREAKFAST COCOA  PACK 70g,50
4800361339186,2023/11,NESCAFE CLASSIC Refill 23g,105
65,2023/11,65,65
4800194117463,2023/11,PILLOWS CHOCO 24g LS,64
4800194153324,2023/11,PILLOWS UBE 24g LS,64
4901515119804,2023/11,KIKKOMAN 1 LITER,248
4808680230603,2023/11,KNORR LIQUID SEASONING 1L,308
4806506704529,2023/11,STARCUP BAG 100S,90
4800888136770,2023/11,SURF BAR SUN FRESH 120G,11
4800016012365,2023/11,GT PREMIUM STICK BAG,58
BROWN,2023/11,BROWN 225G,17.5
4800092556692,2023/11,CRISS CROSS  SOUR 65G,22
4800361344951,2023/11,TWINPOPS Orange 32x75ml,23
4800523223810,2023/11,MOBY CHOCO 90G,23.5
4800365671251,2023/11,SNACKERS NACHOS BBQ 500G,76
4800092556692,2023/11,CRISS CROSS  SOUR 65G,22
4800194177771,2023/11,POTATO FRIES  CHEESE 90G,24
4800818808654,2023/11,FROOTY RAINBOW POP,29.5
4800365791065,2023/11,CHUMZ CHEESE RING 55G,17
4800361344937,2023/11,TWINPOPS Choco 32x75ml,23
165,2023/11,165,330
4809011681392,2023/11,BOY BAWANG CHILI CHEESE 100G,19
4804888019545,2023/11,WASHED SUGAR 225G,18.75
4800888151841,2023/11,SURF PWD S.FRESH 65G BY 6,39
8850006480724,2023/11,PALMOLIVE GLOSSY SHINE W by12,33
BS21,2023/11,BODY SOAP ASST 21,21
4800016556517,2023/11,Payless PCanton X-BIG Chilimansi 130x48,37
4800016012266,2023/11,GT PREMIUM BP 25GX48,20
4800092115646,2023/11,FROOTEES COMBO,56
8850006480724,2023/11,PALMOLIVE GLOSSY SHINE W by12,33
4800016644801,2023/11,PIATTOS CHEESE 40gx80,16
4806501707181,2023/11,CALLA BAR BLUE,22.5
8934868125211,2023/11,SURF FABCON MAGIC BLOOM 25ML BY6,32
52,2023/11,52,52
8993175540551,2023/11,RICHESE BIG ROLLS 330g,120
4800056191013,2023/11,OK CHEESE 200G,44
4804888019569,2023/11,WASHED SUGAR 900G,76
4802288815125,2023/11,HAPPY PANTS XXL12,112
48,2023/11,48,48
20,2023/11,20,20
20,2023/11,20,20
J18,2023/11,JUICE ASST LITRO,20
4800194152891,2023/11,MARTYS SPICY 25g LS,6.5
4800194104982,2023/11,ONION RINGS 18g LS,6.5
4800194104869,2023/11,CRISPY PATATA 25g LS,6.5
4800216120013,2023/11,CLOVER CHIPS CHEESE,7.5
4800194152907,2023/11,MARTYS PLAIN SALTED 25g LS,6.5
4801688108318,2023/11,REGENT TEMPURA SHRIMP,22
4800016635526,2023/11,PIATTOS SALTED POTATO NEW GRAM,48
4800194136648,2023/11,FISHDA KROPECK 22g LS,6.5
4800194116084,2023/11,RIBBED CRACKLING 26g XS LS,6.5
4800631001867,2023/11,BOY BAWANG SNACK MIX GARLIC 85G,22
4800216121041,2023/11,CHEEZY SNACK ORIG,7.5
4800016680540,2023/11,JNJ-CALBEE POT.CHPS HONEY BTR 22gX80,16
K12,2023/11,KAPE/MILK/OTHER BEVERAGE,36
4800361393645,2023/11,NESCAFE CLASSIC 46g,41
4804888019583,2023/11,BROWN SUGAR 450G,35
4806510020806,2023/11,SHURE PLASTIC,46
014285003656,2023/11,UFC BANANA 200G,18.5
O,2023/11,OIL RETAIL,23
8998666001719,2023/11,KOPIKO BROWN TP,232
4806502359709,2023/11,TISYU,12.5
4806527480082,2023/11,PERLA BAR BLUE 110G,93
4902430178259,2023/11,PERLA BAR WHITE 110G,93
M COKE,2023/11,COKE MISMO,390
40329055,2023/11,CAMEL CIG,214
4800361061322,2023/11,NESTLE All-Purpose Cream 250ML,76
7622300239527,2023/11,EDEN MELTSARAP 165G,94
748485401492,2023/11,BIRCHTREE FORTIFIED 33G by 8,74
4805358373037,2023/11,MAGNOLIA DAILY QUEZO 165G,43
4806507622471,2023/11,SAGO ME,28
4806506319723,2023/11,TWIN LAMPEIN M4,29.5
K13,2023/11,KAPE/MILK/OTHER BEVERAGE,13
K12,2023/11,KAPE/MILK/OTHER BEVERAGE,36
4902430431149,2023/11,TIDE BAR ORIGINAL 125G,13.5
SC7,2023/11,SHAMPOO/CONDITIONER 7 ASST RETAIL,7
P15,2023/11,POWDER RETAIL ASST 15,15
4804888019545,2023/11,WASHED SUGAR 225G,18.75
4800361416726,2023/11,NESCAFE CREAMY WHITE TWIN BY 10,0
4808647020100,2023/11,EDEN CHEESE 440G,143
4800361410892,2023/11,BEAR BRAND Powdered Milk Drink 300g,120
8998666001719,2023/11,KOPIKO BROWN TP,58
6902482003446,2023/11,KINGS VERMECELLI 500G,130
20,2023/11,20,20
36,2023/11,36,36
4800888136749,2023/11,SURF BAR KALAMANSI 360G,23
8998666001719,2023/11,KOPIKO BROWN TP,58
29,2023/11,29,29
B5,2023/11,ASST BREAD RETAIL 5,20
4809011948174,2023/11,SUNRIPED SAMPALOC 20s,37
4806515161511,2023/11,KERATIN PLUS GOLD SOLD BY 12,84
4808887010077,2023/11,PUREFOODS CORNED BEEF 150G,73
O,2023/11,OIL RETAIL,23
48044226,2023/11,CHESTERFIELD REMIX,107
K13,2023/11,KAPE/MILK/OTHER BEVERAGE,39
280,2023/11,280,280
O,2023/11,OIL RETAIL,23
4800092551604,2023/11,DOOWEE DONUT CHOCO 420G,95
4807770273711,2023/11,PANCIT CANTON SWEET SPICY,14.25
4807770273704,2023/11,PANCIT CANTON ORIGINAL,14.25
4800888169716,2023/11,SUNSILK SMOOTH 13ML BY12,35
4800016551581,2023/11,NISSIN RAMEN BEEF 55GX72,23
BS21,2023/11,BODY SOAP ASST 21,42
4805885172004,2023/11,RENO LIVER BIG,57
BILOG,2023/11,BILOG RETAIL,228
4800818809880,2023/11,VFRESH,36
4800818828294,2023/11,FROOTY BUBBLE POP,31
4806508361621,2023/11,KARATE BELT STRAWBERRY,33
4800016306013,2023/11,MAXX HONEY LEMON 50S,40
4809010626332,2023/11,CHEESE CAKE 30G,72.5
8998666001726,2023/11,KOPIKO BLANCA TP,60
C11,2023/11,CURLS ASST 11,22
ST11,2023/11,STAR MARGARINE 20G,33
4800016022265,2023/11,GT 3IN1 WHITE TWIN PACK 50gX10X24,58
K10,2023/11,KAPE/MILK/OTHER BEVERAGE,30
4806501707181,2023/11,CALLA BAR BLUE,22.5
P6,2023/11,POWDER RETAIL ASST 6,12
4800361420129,2023/11,MAGGI MAGIC SARAP 55G,28
4801668602225,2023/11,DATU PUTI VINEGAR 100ML,6.5
4801668602034,2023/11,DATU PUTI SOY SAUCE 200ML,11
SMG22,2023/11,KNORR SINIGANG  GABI 22G RETAIL,15
TP10,2023/11,TOOTHPASTE ASST 11,11
SC6,2023/11,SHAMPOO/CONDITIONER RETAIL ASST,32.5
RX8,2023/11,REXONA RETAIL 8,8
8998666001726,2023/11,KOPIKO BLANCA TP,60
F9,2023/11,FABCON/ DISHWASHING ASST 9,27
P7,2023/11,POWDER ASST RETAIL 7,21
40329055,2023/11,CAMEL CIG,107
4808888004181,2023/11,PALMOLIVE SILKY STR SH P BY 12 11+1,66
4807770274305,2023/11,PANCIT CANTON HOT NEW,57
4902430935616,2023/11,SAFEGUARD PINK 130G,49
4800888207234,2023/11,SUNSILK SMOOTH BY 12,70
K12,2023/11,KAPE/MILK/OTHER BEVERAGE,96
65,2023/11,65,65
4902430160896,2023/11,SAFEGUARD WHITE  TRIPID  3x130G,139
4806501706115,2023/11,CHAMPION BAR SPRSCLN WHITE 145,30
4800010012033,2023/11,GT GRANULES 50gX24 SUP,40
4804888019583,2023/11,BROWN SUGAR 450G,35
4806525944036,2023/11,TP CUCUMBER 500G,276
4800361375146,2023/11,NESCAFE DE CAF 20G,50
265,2023/11,265,0
65,2023/11,65,65
4804888589673,2023/11,HANY JR,27.5
LIPA,2023/11,LIPA PABORITA BY 10,60
8850006480724,2023/11,PALMOLIVE GLOSSY SHINE W by12,33
748485400129,2023/11,PLUS GRAPES,93
B5,2023/11,ASST BREAD RETAIL 5,30
48044295,2023/11,MARLBORO RED 20'S,155
48044301,2023/11,MARLBORO LIGHTS,155
40329055,2023/11,CAMEL CIG,107
B5,2023/11,ASST BREAD RETAIL 5,30
4800092333057,2023/11,DRAGON SID 20G,36
BROWN,2023/11,BROWN 225G,17.5
4800016671807,2023/11,PIATTOS SOUR CREAM 80,16
4806501709123,2023/11,CALLA FLORAL POWDER 100G BY 6,78
O,2023/11,OIL RETAIL,23
4804888882545,2023/11,BIG BOY,59
4804888882729,2023/11,MANG INASAL BIG BY 10,58
4801688103511,2023/11,REGENT CHEESE RING 60g,17
4807770271519,2023/11,LM SUPREME SOTANGHON CUP,27
4800361409117,2023/11,BEAR BRAND Choco29G BY8,88
748485200019,2023/11,555 SARDINES GREEN,22.5
4800010075595,2023/11,PRESTO CREAMS VANILLA 10G,58
4800888189806,2023/11,SURF PWD CHERRY 75G BY6,39
748485801728,2023/11,LUCKY 7 CARNE NORTE 150G,0
KN5,2023/11,KNORR CUBES ASST,0
750515018501,2023/11,SKYFLAKES PLAIN 10s,58.5
B5,2023/11,ASST BREAD RETAIL 5,20
48041812,2023/11,MIGHTY GREEN FLIPTOP,126
60,2023/11,60,60
4806500802467,2023/11,MAGIC PANTS XL45,324
4800575144750,2023/11,ALASKA POWDER 1.9KG,0
4806522942936,2023/11,SAVERS FOIL 5M,30
J18,2023/11,JUICE ASST LITRO,20
4801688103511,2023/11,REGENT CHEESE RING 60g,17
F18,2023/11,FABCON/ DISHWASHING ASST 18,17
4806501707112,2023/11,CHAMPION BAR WHITE ORIG 390G,21.5
8934839125691,2023/11,CLOSE UPRED  TWIN 120G,129
4800016113024,2023/11,DEWBERRY BLUEBERRIES & CREAM,72.5
750515018488,2023/11,SKYFLAKES PLAIN 24,131
48044318,2023/11,MARLBORO CRAFTED RED,126
40329055,2023/11,CAMEL CIG,107
48041812,2023/11,MIGHTY GREEN FLIPTOP,126
O,2023/11,OIL RETAIL,23
4801668606865,2023/11,MAFRAN DRESSING PINK 200G,17
K12,2023/11,KAPE/MILK/OTHER BEVERAGE,24
4801668602034,2023/11,DATU PUTI SOY SAUCE 200ML,11
k8,2023/11,KAPE/MILK/MILO/OATS ASST,72
4809010657398,2023/11,MY EVERYDAY TOWEL,44
LIPA,2023/11,LIPA PABORITA BY 10,60
4800010075922,2023/11,PRESTO CREAMS PEANUT 10G,59
4800888602268,2023/11,LADYS CHOICE MAYO DOY 220ML,93
8998666001702,2023/11,KOPIKO BLACK TP,116
8998666001719,2023/11,KOPIKO BROWN TP,116
4800361409537,2023/11,NESTLE All-Purpose Cream,40
4806014093092,2023/11,JOLLY PCS & STMS MSHROOM 284G,52
4803925241130,2023/11,GATORADE1.5L,0
40329055,2023/11,CAMEL CIG,107
8990800012285,2023/11,MENTOS ROLL ASST,59
8998666001726,2023/11,KOPIKO BLANCA TP,60
195,2023/11,asst 195,195
4800216128101,2023/11,CLOVER GRAB 40G BY 10,75
4804888589130,2023/11,Annies Combo,28
4804888589505,2023/11,HANY SP,39
4800016084515,2023/11,WAFRETS MOCHA BAR,64
20,2023/11,20,20
4800134101026,2023/11,MASTER TOMATO 155g,23
4801668100288,2023/11,MANG TOMAS SIGA 320G,40
O,2023/11,OIL RETAIL,23
4800344001413,2023/11,SILVER SWAN BOTE,20
6920354832123,2023/11,COLGATE CHARCOAL BY 6,52
8934868139393,2023/11,SURF FAB ANTIBAC BY 6,33
48044394,2023/11,MARLBORO CRAFTED ICE PACK,126
10,2023/11,10,10
4800194179881,2023/11,MARTYS CRACKING PLAIN 90G,21
4809013044331,2023/11,BAWANG NA BAWANG PLAIN DOS,18.5
4800092330018,2023/11,HAPPY NUTS,19
4806521792396,2023/11,TATTOOS DOS,22
4801688103511,2023/11,REGENT CHEESE RING 60g,17
15,2023/11,15,15
4800361422918,2023/11,NESCAFE 10G BY 8,10.5
4809013526448,2023/11,MR HAT GULAMAN BLACK 25G,30
4800056191013,2023/11,OK CHEESE 200G,44
4800575140370,2023/11,ALASKA EVAPORADA 370ML,35.5
4806507621290,2023/11,YOOGA,24
4806506311079,2023/11,SISTERS COMBO V&P,55
O 1.5,2023/11,OIL 1.5 LITERS,105
4807770270017,2023/11,LUCKY ME BEEF 55G,17.5
88402048,2023/11,WINSTON MINT BURST 20'S,126
48044172,2023/11,Chester Field,107
4808888004174,2023/11,PALMOLIVE GREEN by 12,33
4800888139283,2023/11,CREAMSILK HAIR FALL 11ML BY12,37
12,2023/11,12,24
4806502720417,2023/11,GARDENIA CLASSIC 400G,58.5
10,2023/11,10,10
K10,2023/11,KAPE/MILK/OTHER BEVERAGE,20
20,2023/11,20,20
B5,2023/11,ASST BREAD RETAIL 5,10
K12,2023/11,KAPE/MILK/OTHER BEVERAGE,24
EDEN,2023/11,EDEN RETAIL,17
4804888019552,2023/11,WASHED SUGAR 450G,38
K10,2023/11,KAPE/MILK/OTHER BEVERAGE,20
9555513203017,2023/11,JERSEY EVAPORATED 370ML,30
4806516762441,2023/11,JERSEY COND BUKO 390G,54
40329086,2023/11,CAMEL BLUE,107
35,2023/11,35,35
4801668100141,2023/11,DATU PUTI VINEGAR 1L,46
4801668500224,2023/11,DATU PUTI SOY SAUCE 1L,54
4800142123010,2023/11,SO NICE GREEN GRAPE,0
B5,2023/11,ASST BREAD RETAIL 5,5
K10,2023/11,KAPE/MILK/OTHER BEVERAGE,10
B5,2023/11,ASST BREAD RETAIL 5,5
28,2023/11,28,28
48044189,2023/11,Philip Green 20's,145
10,2023/11,10,10
4800888139276,2023/11,CREAMSILK DAMAGE 11ML BY12,74
7,2023/11,7,7
250,2023/11,250,250
48044318,2023/11,MARLBORO CRAFTED RED,126
4800361393645,2023/11,NESCAFE CLASSIC 46g,41
48044165,2023/11,CHESTERFIELD ORIGINAL RED,107
054028367911,2023/11,YAKULT PACK,100
4806500802528,2023/11,MAGIC PANTS XXL10,84
4800575144590,2023/11,ALASKA POWDER 300G,102
4806500802528,2023/11,MAGIC PANTS XXL10,84
E30,2023/11,EGG 1 TRAY,230
50,2023/11,50,50
F6,2023/11,FABCON/ DISHWASHING ASST 6,18
P7,2023/11,POWDER ASST RETAIL 7,21
O,2023/11,OIL RETAIL,23
17,2023/11,17,17
4800016084515,2023/11,WAFRETS MOCHA BAR,64
4807770100611,2023/11,BINGO COOKIE  DOUBLE CHOCO,58.5
4800047841705,2023/11,ZONROX COLORSAFE 900ML,66
4800361409704,2023/11,OREO CONE 14X110ML,49
4806534190011,2023/11,DS Ube Cheesecake 100 ml,29
4806501709123,2023/11,CALLA FLORAL POWDER 100G BY 6,78
4902430453295,2023/11,DOWNY G BLOOM 24ML BY6,36
4800047840012,2023/11,ZONROX ORIGINAL 1LITER,39
4800888183804,2023/11,SURF PWD ROSE 75G BY6,39
4804888019552,2023/11,WASHED SUGAR 450G,38
4800361410892,2023/11,BEAR BRAND Powdered Milk Drink 300g,120
4800092111228,2023/11,MARIETIME,19
MDEW 8,2023/11,MOUNTAIN DEW  8OZ BY CASE,175
4801668100264,2023/11,MANG TOMAS 325G,36
4801668100271,2023/11,MANG TOMAS 550G,49
4801668100288,2023/11,MANG TOMAS SIGA 320G,40
731126012140,2023/11,CREAM ALL PURPOSE 400G,55
K10,2023/11,KAPE/MILK/OTHER BEVERAGE,40
EDEN,2023/11,EDEN RETAIL,17
4800575140370,2023/11,ALASKA EVAPORADA 370ML,71
KN5,2023/11,KNORR CUBES ASST,18
29,2023/11,29,29
4800110069227,2023/11,FIESTA SWEET COMBO,135
4800361419642,2023/11,MAGIC SARAP 16PCS,63
014285003045,2023/11,UFC BANANA 1KG,71
C11,2023/11,CURLS ASST 11,33
B5,2023/11,ASST BREAD RETAIL 5,60
4800523443218,2023/11,LOADED NUTTY 32G,8
4801668600726,2023/11,DATU PUTI SOY SAUCE 60ML BY6,26
4800016082962,2023/11,Magic Chips Cheese 30gx100,15
4800016110535,2023/11,MANG JUAN PAOMBONG 26GX80,15
4800194104029,2023/11,POTATO FRIES KETCHUP 21g LS,13
4800194153225,2023/11,BREAD PAN CHEESE 24g LS,13
4800194152679,2023/11,SPONGE CHOCO 30g,17
LIPA,2023/11,LIPA PABORITA BY 10,60
4800092110238,2023/11,SPECIAL ASSORTED,0
014285002789,2023/11,UFC BANANA 100G,11
4800024555489,2023/11,DM TOMATO SAUCE ORIGSTYLE 115G SUP,20
4800092110115,2023/11,BRAVO,56
65,2023/11,65,65
4800361061322,2023/11,NESTLE All-Purpose Cream 250ML,152
4800575140158,2023/11,ALASKA EVAPORADA 140ML,19.5
4800056191013,2023/11,OK CHEESE 200G,44
4800040241229,2023/11,RICOA BREAKFAST COCOA  PACK 70g,50
125,2023/11,125,125
4801688108318,2023/11,REGENT TEMPURA SHRIMP,22
4800194177962,2023/11,OISHI SPICY 95G,23
48,2023/11,48,48
E30,2023/11,EGG 1 TRAY,230
48041010,2023/11,NIC Chocolate 24x100ml,29
4806506319419,2023/11,GENERIC LAMPEIN XXL 15,140
4800361410892,2023/11,BEAR BRAND Powdered Milk Drink 300g,120
B5,2023/11,ASST BREAD RETAIL 5,15
4809011004016,2023/11,JOLY ICE CANDY BOX,140
B10,2023/11,ASST BREAD 10S,50
4802288815125,2023/11,HAPPY PANTS XXL12,224
40329055,2023/11,CAMEL CIG,107
4809013300215,2023/11,KOJIE SAN TWIN PACK 65GX2,55
4800888206121,2023/11,CREAMSILK TRIPLE KERATIN STR 10ML BY12,40
10,2023/11,10,10
65,2023/11,65,65
4800016012266,2023/11,GT PREMIUM BP 25GX48,20
C2,2023/11,C2 SOLO RETAIL,0
46,2023/11,46,46
48044226,2023/11,CHESTERFIELD REMIX,107
4800016556517,2023/11,Payless PCanton X-BIG Chilimansi 130x48,18.5
4800016555985,2023/11,PAYLESS  XTRA BIG KALAMANSI 130X48,37
4800016661006,2023/11,ROLLER COASTER CHEDDAR 24gx100,22.5
K12,2023/11,KAPE/MILK/OTHER BEVERAGE,12
155,2023/11,155,155
28,2023/11,28,56
15,2023/11,15,15
B5,2023/11,ASST BREAD RETAIL 5,10
48043441,2023/11,Fortune Tribal Blue FTB,126
4800888139283,2023/11,CREAMSILK HAIR FALL 11ML BY12,37
8850006327425,2023/11,COLGATE TOOTHPASTE REG 2/195G,169
4800016113024,2023/11,DEWBERRY BLUEBERRIES & CREAM,72.5
48039871,2023/11,WINSTON LIGHT,135
48044172,2023/11,Chester Field,107
4806506319099,2023/11,SUPER TWIN PANTS XXL 8,81
4804888019514,2023/11,WHITE SUGAR 225G,19
K13,2023/11,KAPE/MILK/OTHER BEVERAGE,26
12,2023/11,12,12
B5,2023/11,ASST BREAD RETAIL 5,100
10,2023/11,10,30
4800194179881,2023/11,MARTYS CRACKING PLAIN 90G,21
4800194177771,2023/11,POTATO FRIES  CHEESE 90G,24
4800092116520,2023/11,CHOCO MUCHO DOUBLE CHOCO BISC 33G,70
4800194152891,2023/11,MARTYS SPICY 25g LS,13
4800631001867,2023/11,BOY BAWANG SNACK MIX GARLIC 85G,22
4800631001928,2023/11,BOY BAWANG ASST NUTS 85G,22
4801958410004,2023/11,TASTY BOY  67G,25
SC6,2023/11,SHAMPOO/CONDITIONER RETAIL ASST,6.5
SC7,2023/11,SHAMPOO/CONDITIONER 7 ASST RETAIL,7
TP9,2023/11,TOOTHPASTE RETAIL 9,9
40329055,2023/11,CAMEL CIG,107
125,2023/11,125,125
TP9,2023/11,TOOTHPASTE RETAIL 9,18
BS21,2023/11,BODY SOAP ASST 21,21
7,2023/11,7,7
4800361378376,2023/11,NESTOGEN 1 135g,78
4808887300086,2023/11,TJ HOTDOG 230G,65
4806506319549,2023/11,GENERIC LAMPEIN S15,79
4806502359709,2023/11,TISYU,12.5
F9,2023/11,FABCON/ DISHWASHING ASST 9,18
SC6,2023/11,SHAMPOO/CONDITIONER RETAIL ASST,13
RX8,2023/11,REXONA RETAIL 8,16
4800016560910,2023/11,NISSIN RAMEN SPICY SEAFOOD 59GX72,28
4800016560385,2023/11,NPE SWEET FILIPINO STYLE 60GX72,15.25
8998666001719,2023/11,KOPIKO BROWN TP,58
48044189,2023/11,Philip Green 20's,145
12,2023/11,12,12
4800163443043,2023/11,LIGO GREEN,24.25
4800153151187,2023/11,BONNA 0-6 150G,107
4806506315565,2023/11,LAMPEIN BABY PANTS XXL15,137
4800361415347,2023/11,NESCAFE ORIGINAL TWIN by 10,60
8998666001726,2023/11,KOPIKO BLANCA TP,120
12,2023/11,12,36
40329055,2023/11,CAMEL CIG,107
B5,2023/11,ASST BREAD RETAIL 5,35
4800575142169,2023/11,ALASKA CONDENSED MILK 40G,70
223,2023/11,223,223
4800016964473,2023/11,CLOUD 9 GOLD BOX 12,180
4806501709123,2023/11,CALLA FLORAL POWDER 100G BY 6,156
4800888151704,2023/11,CLEAR SHAMPOO MENTHOL MEN  12ML,66
4800010012033,2023/11,GT GRANULES 50gX24 SUP,40
4804888019552,2023/11,WASHED SUGAR 450G,38
40329055,2023/11,CAMEL CIG,107
E30,2023/11,EGG 1 TRAY,230
40329055,2023/11,CAMEL CIG,107
4800191112621,2023/11,TOPS BLUE BAR,27.5
4800166142479,2023/11,CHOCO CHOCO 50s,55
P15,2023/11,POWDER RETAIL ASST 15,45
F18,2023/11,FABCON/ DISHWASHING ASST 18,34
4902430333597,2023/11,HEAD AND SHOULDER MENTHOL BY 12,40.5
BS21,2023/11,BODY SOAP ASST 21,21
48044295,2023/11,MARLBORO RED 20'S,310
4800092110856,2023/11,KRIMSTIX MILK REFILL,27
8850006327425,2023/11,COLGATE TOOTHPASTE REG 2/195G,169
